#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Listeria monocytogenes","L2074",20017,SAMN02713647 ,PRJNA243260,"Terrabacteria group","Firmicutes",GCA_001027065.1 ,2.89719,38,chromosome:NZ_CP007689.1/CP007689.1,-,1,2951,2837,2015/06/03,2017/02/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/065/GCF_001027065.1_ASM102706v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/065/GCA_001027065.1_ASM102706v1
"Listeria monocytogenes","L1846",20017,SAMN02712416 ,PRJNA243081,"Terrabacteria group","Firmicutes",GCA_001027085.1 ,2.94748,38,chromosome:NZ_CP007688.1/CP007688.1,-,1,3025,2908,2015/06/03,2017/02/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/085/GCF_001027085.1_ASM102708v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/085/GCA_001027085.1_ASM102708v1
"Listeria monocytogenes","L2625",20017,SAMN02713648 ,PRJNA243264,"Terrabacteria group","Firmicutes",GCA_001027125.1 ,2.89659,38.1,chromosome:NZ_CP007687.1/CP007687.1,-,1,2957,2840,2015/06/03,2017/02/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/125/GCF_001027125.1_ASM102712v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/125/GCA_001027125.1_ASM102712v1
"Listeria monocytogenes","L2624",20017,SAMN02713668 ,PRJNA243265,"Terrabacteria group","Firmicutes",GCA_001027165.1 ,2.9325,38,chromosome:NZ_CP007686.1/CP007686.1,-,1,2948,2838,2015/06/03,2017/02/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/165/GCF_001027165.1_ASM102716v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/165/GCA_001027165.1_ASM102716v1
"Listeria monocytogenes","L2676",20017,SAMN02713644 ,PRJNA243258,"Terrabacteria group","Firmicutes",GCA_001027205.1 ,2.94729,38,chromosome:NZ_CP007685.1/CP007685.1,-,1,3018,2899,2015/06/03,2017/02/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/205/GCF_001027205.1_ASM102720v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/205/GCA_001027205.1_ASM102720v1
"Listeria monocytogenes","L2626",20017,SAMN02713641 ,PRJNA243256,"Terrabacteria group","Firmicutes",GCA_001027245.1 ,2.90749,38,chromosome:NZ_CP007684.1/CP007684.1,-,1,2962,2845,2015/06/03,2017/02/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/245/GCF_001027245.1_ASM102724v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/245/GCA_001027245.1_ASM102724v1
"Listeria monocytogenes","CFSAN023463",20017,SAMN03002783 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_001047715.1 ,2.93973,38,chromosome:NZ_CP012021.1/CP012021.1,-,1,2977,2854,2015/07/08,2017/02/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/715/GCF_001047715.1_ASM104771v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/047/715/GCA_001047715.1_ASM104771v1
"Listeria monocytogenes","CFSAN006122",20017,SAMN03255438 ,PRJNA231221,"Terrabacteria group","Firmicutes",GCA_001188025.2 ,2.90667,38,chromosome:NZ_CP026043.1/CP026043.1,-,1,2943,2827,2018/01/18,2019/01/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/025/GCF_001188025.2_ASM118802v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/025/GCA_001188025.2_ASM118802v2
"Listeria monocytogenes","LM850658",20017,SAMN02997429 ,PRJNA258242,"Terrabacteria group","Firmicutes",GCA_001188655.1 ,2.9185,38.1,chromosome:NZ_CP009242.1/CP009242.1,-,1,2992,2867,2015/07/30,2017/02/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/655/GCF_001188655.1_ASM118865v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/655/GCA_001188655.1_ASM118865v1
"Listeria monocytogenes","WSLC 1018",20017,SAMN04286628 ,PRJNA302838,"Terrabacteria group","Firmicutes",GCA_001454845.1 ,2.94251,38,chromosome:NZ_CP013285.1/CP013285.1,-,1,2977,2851,2015/12/01,2017/03/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/845/GCF_001454845.1_ASM145484v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/845/GCA_001454845.1_ASM145484v1
"Listeria monocytogenes","WSLC 1019",20017,SAMN04286629 ,PRJNA302838,"Terrabacteria group","Firmicutes",GCA_001454865.1 ,2.83987,38.2,chromosome:NZ_CP013286.1/CP013286.1,-,1,2858,2749,2015/12/01,2017/03/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/865/GCF_001454865.1_ASM145486v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/865/GCA_001454865.1_ASM145486v1
"Listeria monocytogenes","WSLC 1020",20017,SAMN04286630 ,PRJNA302838,"Terrabacteria group","Firmicutes",GCA_001454885.1 ,2.84204,38.3,chromosome:NZ_CP013287.1/CP013287.1,-,1,2865,2743,2015/12/01,2017/03/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/885/GCF_001454885.1_ASM145488v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/885/GCA_001454885.1_ASM145488v1
"Listeria monocytogenes ATCC 19117","WSLC 1033",20017,SAMN04286631 ,PRJNA302838,"Terrabacteria group","Firmicutes",GCA_001454905.1 ,2.95082,38,chromosome:NZ_CP013288.1/CP013288.1,-,1,2976,2857,2015/12/01,2017/03/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/905/GCF_001454905.1_ASM145490v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/905/GCA_001454905.1_ASM145490v1
"Listeria monocytogenes","WSLC 1047",20017,SAMN04286632 ,PRJNA302838,"Terrabacteria group","Firmicutes",GCA_001454925.1 ,2.95075,38,chromosome:NZ_CP013289.1/CP013289.1,-,1,2977,2853,2015/12/01,2017/02/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/925/GCF_001454925.1_ASM145492v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/925/GCA_001454925.1_ASM145492v1
"Listeria monocytogenes","Lm 3163",20017,SAMN04348333 ,PRJNA306210,"Terrabacteria group","Firmicutes",GCA_001483405.1 ,2.92775,38,chromosome:NZ_CP013722.1/CP013722.1,-,1,2979,2867,2015/12/30,2017/03/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/405/GCF_001483405.1_ASM148340v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/405/GCA_001483405.1_ASM148340v1
"Listeria monocytogenes","Lm 3136",20017,SAMN04348332 ,PRJNA306208,"Terrabacteria group","Firmicutes",GCA_001483425.1 ,2.90535,38,chromosome:NZ_CP013723.1/CP013723.1,-,1,2967,2845,2015/12/30,2017/03/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/425/GCF_001483425.1_ASM148342v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/425/GCA_001483425.1_ASM148342v1
"Listeria monocytogenes","Lm N1546",20017,SAMN04348334 ,PRJNA306211,"Terrabacteria group","Firmicutes",GCA_001483445.1 ,3.03922,37.9715,chromosome:NZ_CP013724.1/CP013724.1; plasmid pLmN1546:NZ_CP013725.1/CP013725.1,-,2,3123,2995,2015/12/30,2017/03/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/445/GCF_001483445.1_ASM148344v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/445/GCA_001483445.1_ASM148344v1
"Listeria monocytogenes","IZSAM_Lm_15_17439_A144",20017,SAMN04387840 ,PRJNA261392,"Terrabacteria group","Firmicutes",GCA_001513695.1 ,2.90553,38,chromosome:NZ_CP013919.1/CP013919.1,-,1,2960,2855,2016/01/12,2017/03/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/513/695/GCF_001513695.1_ASM151369v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/513/695/GCA_001513695.1_ASM151369v1
"Listeria monocytogenes","CFSAN023459",20017,SAMN03002779 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_001548585.1 ,3.10552,38.042,chromosome:NZ_CP014252.1/CP014252.1; plasmid CFSAN023459_01:NZ_CP014253.1/CP014253.1; plasmid CFSAN023459_02:NZ_CP014254.1/CP014254.1,-,3,3167,3036,2016/02/04,2017/03/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/585/GCF_001548585.1_ASM154858v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/585/GCA_001548585.1_ASM154858v1
"Listeria monocytogenes","CFSAN010068",20017,SAMN02666871 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_001548635.1 ,3.04308,37.9763,chromosome:NZ_CP014250.1/CP014250.1; plasmid pCFSAN010068_01:NZ_CP014251.1/CP014251.1,-,2,3088,2959,2016/02/04,2017/03/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/635/GCF_001548635.1_ASM154863v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/635/GCA_001548635.1_ASM154863v1
"Listeria monocytogenes","2015TE19005-1355",20017,SAMN04452088 ,PRJNA261392,"Terrabacteria group","Firmicutes",GCA_001551855.1 ,2.86429,38,chromosome:NZ_CP014261.1/CP014261.1,-,1,2908,2791,2016/02/08,2017/03/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/551/855/GCF_001551855.1_ASM155185v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/551/855/GCA_001551855.1_ASM155185v1
"Listeria monocytogenes","2015TE24968",20017,SAMN04452089 ,PRJNA261392,"Terrabacteria group","Firmicutes",GCA_001596775.2 ,2.95225,37.961,chromosome:NZ_CP014790.1/CP014790.1; plasmid pl2015TE24968:NZ_CP015985.1/CP015985.1,-,2,3012,2892,2016/03/23,2017/03/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/775/GCF_001596775.2_ASM159677v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/596/775/GCA_001596775.2_ASM159677v2
"Listeria monocytogenes","FW040025",20017,SAMN03579634 ,PRJNA239039,"Terrabacteria group","Firmicutes",GCA_001644625.1 ,3.01839,38,chromosome:NZ_CP011345.1/CP011345.1,-,1,3115,2995,2016/05/16,2017/03/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/644/625/GCF_001644625.1_ASM164462v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/625/GCA_001644625.1_ASM164462v1
"Listeria monocytogenes","CFSAN029793",20017,SAMN03386937 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_001908335.1 ,3.03083,38,chromosome:NZ_CP016213.1/CP016213.1,-,1,3099,2973,2016/12/19,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/335/GCF_001908335.1_ASM190833v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/335/GCA_001908335.1_ASM190833v1
"Listeria monocytogenes","HPB913",20017,SAMN03160826 ,PRJNA355549,"Terrabacteria group","Firmicutes",GCA_001913195.1 ,3.00535,38,chromosome:NZ_CP018685.1/CP018685.1,-,1,3090,2970,2016/12/21,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/913/195/GCF_001913195.1_ASM191319v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/195/GCA_001913195.1_ASM191319v1
"Listeria monocytogenes","HPB2088",20017,SAMN02867555 ,PRJNA355549,"Terrabacteria group","Firmicutes",GCA_001952735.1 ,3.00399,38,chromosome:NZ_CP019164.1/CP019164.1,-,1,3091,2968,2017/01/17,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/952/735/GCF_001952735.1_ASM195273v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/735/GCA_001952735.1_ASM195273v1
"Listeria monocytogenes","HPB5415",20017,SAMN02867583 ,PRJNA355549,"Terrabacteria group","Firmicutes",GCA_001952755.1 ,3.08243,37.965,chromosome:NZ_CP019165.1/CP019165.1; plasmid pLM5578:NZ_CP019166.1/CP019166.1,-,2,3170,3046,2017/01/17,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/952/755/GCF_001952755.1_ASM195275v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/755/GCA_001952755.1_ASM195275v1
"Listeria monocytogenes","HPB5622",20017,SAMN02839425 ,PRJNA355549,"Terrabacteria group","Firmicutes",GCA_001952775.1 ,3.11575,37.9654,chromosome:NZ_CP019167.1/CP019167.1; plasmid pLM5578:NZ_CP019168.1/CP019168.1,-,2,3215,3091,2017/01/17,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/952/775/GCF_001952775.1_ASM195277v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/775/GCA_001952775.1_ASM195277v1
"Listeria monocytogenes","CFSAN042079",20017,SAMN04277002 ,PRJNA355549,"Terrabacteria group","Firmicutes",GCA_001952795.1 ,3.00535,38,chromosome:NZ_CP019170.1/CP019170.1,-,1,3090,2970,2017/01/17,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/952/795/GCF_001952795.1_ASM195279v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/795/GCA_001952795.1_ASM195279v1
"Listeria monocytogenes","10-092876-1559 LM1",20017,SAMN06297508 ,PRJNA371291,"Terrabacteria group","Firmicutes",GCA_001998915.1 ,2.97255,37.9,chromosome:NZ_CP019614.1/CP019614.1,-,1,3074,2954,2017/02/14,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/915/GCF_001998915.1_ASM199891v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/998/915/GCA_001998915.1_ASM199891v1
"Listeria monocytogenes","10-092876-0168",20017,SAMN06297509 ,PRJNA371291,"Terrabacteria group","Firmicutes",GCA_001998945.1 ,3.07209,37.9,chromosome:NZ_CP019615.1/CP019615.1,-,1,3188,3059,2017/02/14,2017/03/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/945/GCF_001998945.1_ASM199894v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/998/945/GCA_001998945.1_ASM199894v1
"Listeria monocytogenes","10-092876-1063 LM3",20017,SAMN06297510 ,PRJNA371291,"Terrabacteria group","Firmicutes",GCA_001998985.1 ,2.91395,38,chromosome:NZ_CP019616.1/CP019616.1,-,1,2958,2827,2017/02/14,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/985/GCF_001998985.1_ASM199898v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/998/985/GCA_001998985.1_ASM199898v1
"Listeria monocytogenes","10-092876-0055 LM4",20017,SAMN06297521 ,PRJNA371291,"Terrabacteria group","Firmicutes",GCA_001999005.1 ,2.98969,37.9,chromosome:NZ_CP019617.1/CP019617.1,-,1,3076,2949,2017/02/14,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/005/GCF_001999005.1_ASM199900v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/005/GCA_001999005.1_ASM199900v1
"Listeria monocytogenes","10-092876-0731 LM5",20017,SAMN06297522 ,PRJNA371291,"Terrabacteria group","Firmicutes",GCA_001999025.1 ,2.99679,38,chromosome:NZ_CP019618.1/CP019618.1,-,1,3084,2962,2017/02/14,2017/03/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/025/GCF_001999025.1_ASM199902v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/025/GCA_001999025.1_ASM199902v1
"Listeria monocytogenes","10-092876-1155 LM6",20017,SAMN06297524 ,PRJNA371291,"Terrabacteria group","Firmicutes",GCA_001999045.1 ,2.97445,38,chromosome:NZ_CP019619.1/CP019619.1,-,1,3022,2905,2017/02/14,2017/03/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/045/GCF_001999045.1_ASM199904v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/045/GCA_001999045.1_ASM199904v1
"Listeria monocytogenes","10-092876-1547 LM7",20017,SAMN06297525 ,PRJNA371291,"Terrabacteria group","Firmicutes",GCA_001999065.1 ,2.92201,38,chromosome:NZ_CP019620.1/CP019620.1,-,1,2971,2837,2017/02/14,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/065/GCF_001999065.1_ASM199906v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/065/GCA_001999065.1_ASM199906v1
"Listeria monocytogenes","10-092876-1235 LM8",20017,SAMN06297526 ,PRJNA371291,"Terrabacteria group","Firmicutes",GCA_001999085.1 ,2.96682,37.8,chromosome:NZ_CP019621.1/CP019621.1,-,1,3040,2907,2017/02/14,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/085/GCF_001999085.1_ASM199908v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/085/GCA_001999085.1_ASM199908v1
"Listeria monocytogenes","10-092876-0145 LM9",20017,SAMN06297602 ,PRJNA371291,"Terrabacteria group","Firmicutes",GCA_001999105.1 ,3.07003,38,chromosome:NZ_CP019622.1/CP019622.1,-,1,3157,3018,2017/02/14,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/105/GCF_001999105.1_ASM199910v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/105/GCA_001999105.1_ASM199910v1
"Listeria monocytogenes","10-092876-1763 LM10",20017,SAMN06297603 ,PRJNA371291,"Terrabacteria group","Firmicutes",GCA_001999125.1 ,2.94091,37.9,chromosome:NZ_CP019623.1/CP019623.1,-,1,2992,2869,2017/02/14,2017/03/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/125/GCF_001999125.1_ASM199912v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/125/GCA_001999125.1_ASM199912v1
"Listeria monocytogenes","10-092876-1016 LM11",20017,SAMN06297604 ,PRJNA371291,"Terrabacteria group","Firmicutes",GCA_001999145.1 ,2.96566,38,chromosome:NZ_CP019624.1/CP019624.1,-,1,3030,2890,2017/02/14,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/145/GCF_001999145.1_ASM199914v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/145/GCA_001999145.1_ASM199914v1
"Listeria monocytogenes","10-092876-0769 LM12",20017,SAMN06297605 ,PRJNA371291,"Terrabacteria group","Firmicutes",GCA_001999165.1 ,2.92963,38,chromosome:NZ_CP019625.1/CP019625.1,-,1,3000,2875,2017/02/14,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/165/GCF_001999165.1_ASM199916v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/165/GCA_001999165.1_ASM199916v1
"Listeria monocytogenes","LI0521",20017,SAMN02743864 ,PRJNA454872,"Terrabacteria group","Firmicutes",GCA_002025165.1 ,3.03082,37.9,chromosome:NZ_CP020022.1/CP020022.1,-,1,3099,2978,2017/03/13,2018/12/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/165/GCF_002025165.1_ASM202516v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/165/GCA_002025165.1_ASM202516v1
"Listeria monocytogenes","ICDC-LM188",20017,SAMN04884549 ,PRJNA319288,"Terrabacteria group","Firmicutes",GCA_002043045.1 ,2.98269,38,chromosome:NZ_CP015593.1/CP015593.1,-,1,3037,2919,2017/03/20,2017/03/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/043/045/GCF_002043045.1_ASM204304v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/043/045/GCA_002043045.1_ASM204304v1
"Listeria monocytogenes","H34",20017,SAMN06681248 ,PRJNA381593,"Terrabacteria group","Firmicutes",GCA_002101275.1 ,2.89247,38,chromosome:NZ_CP020774.1/CP020774.1,-,1,2912,2782,2017/04/20,2017/04/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/275/GCF_002101275.1_ASM210127v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/101/275/GCA_002101275.1_ASM210127v1
"Listeria monocytogenes","CFSAN028538",20017,SAMN03285109 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_002105615.1 ,2.9666,38,chromosome:NZ_CP020827.1/CP020827.1,-,1,3033,2917,2017/04/24,2017/04/26,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/615/GCF_002105615.1_ASM210561v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/615/GCA_002105615.1_ASM210561v1
"Listeria monocytogenes","CFSAN022990",20017,SAMN02990220 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_002105635.1 ,3.02095,37.8667,chromosome:NZ_CP020828.1/CP020828.1; plasmid pCFSAN022990:NZ_CP020829.1/CP020829.1,-,2,3082,2883,2017/04/24,2017/04/26,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/635/GCF_002105635.1_ASM210563v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/635/GCA_002105635.1_ASM210563v1
"Listeria monocytogenes","MOD1_LS152",20017,SAMN02769705 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_002105655.1 ,2.90591,38.1,chromosome:NZ_CP020830.1/CP020830.1,-,1,2969,2857,2017/04/24,2017/04/26,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/655/GCF_002105655.1_ASM210565v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/655/GCA_002105655.1_ASM210565v1
"Listeria monocytogenes","PNUSAL000144",20017,SAMN02351401 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_002105675.1 ,2.9122,38,chromosome:NZ_CP020831.1/CP020831.1,-,1,2948,2799,2017/04/24,2017/04/26,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/675/GCF_002105675.1_ASM210567v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/675/GCA_002105675.1_ASM210567v1
"Listeria monocytogenes","PNUSAL000096",20017,SAMN02347435 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_002105695.1 ,2.89733,38,chromosome:NZ_CP020832.1/CP020832.1,-,1,2957,2840,2017/04/24,2017/04/26,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/695/GCF_002105695.1_ASM210569v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/695/GCA_002105695.1_ASM210569v1
"Listeria monocytogenes","CFSAN004330",20017,SAMN03354355 ,PRJNA229903,"Terrabacteria group","Firmicutes",GCA_002105715.1 ,3.05793,37.892,chromosome:NZ_CP020833.1/CP020833.1; plasmid pCFSAN004330:NZ_CP020834.1/CP020834.1,-,2,3122,3000,2017/04/24,2017/04/26,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/715/GCF_002105715.1_ASM210571v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/715/GCA_002105715.1_ASM210571v1
"Listeria monocytogenes","FDA00006907",20017,SAMN02923161 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_002208215.1 ,3.23851,38.0483,chromosome:NZ_CP022020.1/CP022020.1; plasmid pCFSAN021445:NZ_CP022021.1/CP022021.1,-,2,3323,3130,2017/06/26,2017/06/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/215/GCF_002208215.1_ASM220821v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/215/GCA_002208215.1_ASM220821v1
"Listeria monocytogenes serotype 4b str. 02-6679","02-6679",20017,SAMN02944848 ,PRJNA167887,"Terrabacteria group","Firmicutes",GCA_002213505.1 ,2.908,38,chromosome:NZ_CP008821.1/CP008821.1,-,1,2933,2836,2017/06/30,2017/07/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/213/505/GCF_002213505.1_ASM221350v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/505/GCA_002213505.1_ASM221350v1
"Listeria monocytogenes serotype 1/2a str. 02-5993","02-5993",20017,SAMN07124746 ,PRJNA167893,"Terrabacteria group","Firmicutes",GCA_002213545.1 ,2.99925,38,chromosome:NZ_CP007007.1/CP007007.1,-,1,3081,2973,2017/06/30,2017/07/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/213/545/GCF_002213545.1_ASM221354v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/545/GCA_002213545.1_ASM221354v1
"Listeria monocytogenes serotype 1/2a str. 04-5457","04-5457",20017,SAMN07124747 ,PRJNA167894,"Terrabacteria group","Firmicutes",GCA_002213565.1 ,2.99933,38,chromosome:NZ_CP007008.1/CP007008.1,-,1,3081,2973,2017/06/30,2017/07/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/213/565/GCF_002213565.1_ASM221356v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/565/GCA_002213565.1_ASM221356v1
"Listeria monocytogenes serotype 1/2a str. 08-6056","08-6056",20017,SAMN07124748 ,PRJNA167895,"Terrabacteria group","Firmicutes",GCA_002213585.1 ,3.03262,38,chromosome:NZ_CP007009.1/CP007009.1,-,1,3125,3017,2017/06/30,2017/07/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/213/585/GCF_002213585.1_ASM221358v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/585/GCA_002213585.1_ASM221358v1
